"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price","update_date"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","31/01/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","28/02/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","29/03/2023","1000","1000","1000","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","31/03/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","28/04/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","29/04/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","31/05/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","30/06/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","31/07/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","22/08/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","31/08/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Balrampur","Ramanujganj","Millets","Other","30/09/2023","1200","1200","1200","2023-10-11"
"Chattisgarh","Kanker","Sambalpur","Millets","Other","22/01/2023","2000","2000","2000","2023-10-11"
"Chattisgarh","Kanker","Sambalpur","Millets","Other","23/01/2023","2000","2000","2000","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","02/01/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","07/01/2023","3500","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","08/01/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","09/01/2023","3500","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","11/01/2023","3500","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","13/01/2023","3500","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","16/01/2023","3500","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","17/01/2023","3500","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","20/01/2023","3600","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","21/01/2023","3600","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","22/01/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","25/01/2023","3600","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","27/01/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","28/01/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","30/01/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","01/02/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","02/02/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","03/02/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","04/02/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","05/02/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","09/02/2023","3500","3800","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","10/02/2023","3600","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","11/02/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","12/02/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","13/02/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","14/02/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","15/02/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","16/02/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","17/02/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","18/02/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","19/02/2023","3400","3600","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","20/02/2023","3400","3600","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","22/02/2023","3200","3400","3300","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","24/02/2023","3200","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","25/02/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","26/02/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","27/02/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","28/02/2023","2300","2500","2400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","02/03/2023","3400","3650","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","03/03/2023","3400","3650","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","04/03/2023","3400","3600","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","05/03/2023","3400","3600","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","06/03/2023","3400","3600","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","11/03/2023","3400","3600","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","20/03/2023","2500","3000","2800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","21/03/2023","3000","3500","3200","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","23/03/2023","2800","3200","3000","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","25/03/2023","2500","3000","2800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","31/03/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","05/04/2023","3200","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","06/04/2023","3200","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","09/04/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","10/04/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","11/04/2023","3400","3600","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","12/04/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","13/04/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","14/04/2023","3200","3400","3300","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","16/04/2023","3200","3400","3300","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","17/04/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","20/04/2023","3200","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","21/04/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","27/04/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","28/04/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","29/04/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","08/05/2023","3400","3600","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","12/05/2023","3200","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","15/05/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","20/05/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","22/05/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","23/05/2023","3700","3900","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","08/06/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","09/06/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","10/06/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","11/06/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","12/06/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","13/06/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","15/06/2023","2700","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","16/06/2023","3200","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","19/06/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","20/06/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","21/06/2023","3200","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","22/06/2023","3200","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","24/06/2023","3200","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","26/06/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","29/06/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","02/07/2023","3500","4000","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","03/07/2023","3500","4000","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","05/07/2023","3000","3800","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","06/07/2023","3000","3800","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","07/07/2023","3500","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","15/07/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","16/07/2023","3200","3400","3300","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","22/07/2023","3200","3400","3300","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","24/07/2023","3200","3400","3300","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","26/07/2023","3300","3500","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","27/07/2023","3300","3800","3500","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","29/07/2023","3500","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","30/07/2023","3300","3600","3400","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","31/07/2023","3800","4000","3900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","07/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","08/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","09/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","10/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","11/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","12/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","13/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","14/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","15/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","16/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","17/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","18/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","19/08/2023","3800","4100","4000","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","20/08/2023","3800","4000","3900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","21/08/2023","3800","4000","3900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","22/08/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","23/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","24/08/2023","2800","3000","2900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","25/08/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","30/08/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","31/08/2023","3800","4000","3900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","05/09/2023","3500","4000","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","06/09/2023","3500","4000","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","07/09/2023","3700","3900","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","08/09/2023","3700","3900","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","09/09/2023","3700","3900","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","10/09/2023","3700","3900","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","11/09/2023","3700","3900","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","15/09/2023","3600","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","16/09/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","17/09/2023","3800","4000","3900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","18/09/2023","3700","3900","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","19/09/2023","3700","3900","3800","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","21/09/2023","3800","4000","3900","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","30/09/2023","3500","3700","3600","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","02/10/2023","3600","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","03/10/2023","3600","3800","3700","2023-10-11"
"Chattisgarh","Narayanpur","Narayanpur","Millets","Other","04/10/2023","3600","3800","3700","2023-10-11"
